Open,High,Low,Close,Volume,Label,TEN,HUNDREAD
41.88998143,44.82875621,37.85539413,38.08451843,573576400,0,0,0
36.39098777,36.52049413,32.87442202,33.90050125,168192700,0,0,0
32.4859063,33.46217654,30.82226125,30.88203239,101786600,0,0,0
31.25062734,32.37632647,31.24066517,31.87822914,73600000,0,0,0
32.82461472,33.08362366,31.64910472,32.90430832,50237200,0,0,0
32.77480279,32.82461176,30.9916136,31.7885685,37149800,1,0,0
31.36020435,31.56940619,28.54097381,28.73025131,78063400,0,0,0
28.59078498,29.43754885,27.75398139,28.08272552,57267900,1,0,0
28.44135455,29.55709332,26.72790055,29.48736,111639200,0,0,0
28.78006115,29.03907197,27.28576926,27.6145134,41855500,0,31.33530083,0
27.09649364,27.54478007,26.33938552,26.79763412,35230300,1,30.2066124,0
26.59839638,27.65436212,25.65201076,25.77155495,42473400,1,29.39371777,0
25.9707935,27.06660797,25.42288722,26.70797729,61489200,0,28.97631226,0
26.89725372,27.2459222,26.05048794,26.20987892,26159500,1,28.40947723,0
26.44896569,27.65436214,26.33938558,26.99687386,38034000,0,27.81873379,0
27.07657019,27.9631828,26.73786386,26.90721703,28219600,0,27.33059864,0
27.37542799,27.66432535,26.85740633,27.2957325,15816800,1,27.18714676,0
27.55474069,27.99306682,26.99687229,27.16622543,17102800,0,27.09549675,0
27.5447805,28.21223097,27.2758075,28.18234634,16855000,1,26.96499538,0
28.40150776,29.9854573,28.24211678,29.89579964,43563800,0,27.19312401,0
29.84599093,31.95792633,29.29808463,31.29047394,42978900,0,27.64240799,0
31.41997757,32.05754149,30.58317398,31.7885685,30849000,0,28.24410935,0
31.79852972,31.80849189,31.03145947,31.47974777,15553600,1,28.72128639,0
31.54948267,32.37632411,31.39009169,31.71883583,21875300,1,29.27218208,0
32.28666477,33.322708,31.93799821,32.92422867,74834000,0,29.86491757,0
32.73495268,32.89434365,31.42993648,31.93799782,24352900,1,30.36799564,0
32.56560134,33.31274731,32.37632572,32.97404099,24858700,1,30.93582649,0
32.33647752,32.7748056,31.77860905,32.10735321,28568000,0,31.42993927,0
31.83838072,32.06750504,30.7824149,31.24066544,17713300,1,31.73577118,0
31.79853054,31.86826386,30.642945,30.98165131,19526900,0,31.84435635,0
31.13108128,31.60925423,30.4337443,30.65290833,14122000,0,31.78059979,0
30.79237478,31.3203586,30.68279277,31.08127213,8763600,1,31.70987015,0
31.20081571,31.50963551,30.90195808,31.35024452,10032100,1,31.69691983,0
31.32035939,31.778608,31.14104405,31.60925484,10945600,1,31.68596173,0
31.97784359,32.75487792,31.86826348,32.0475769,17785200,0,31.59829655,0
32.30659236,32.35640133,31.04142472,31.35024452,14269500,0,31.53952122,0
31.36020562,31.43990112,30.43374434,30.85214615,13030300,0,31.32733174,0
30.58317653,31.28051165,30.48355669,30.69275665,11300700,0,31.18587208,0
30.92188179,30.95176641,30.44370693,30.60309792,8108300,1,31.12211533,0
30.38393591,30.38393591,28.10264932,28.14249802,24672100,1,30.8382,0
28.37162384,28.48120586,27.046685,27.98310852,30438600,0,30.57122002,0
28.20226879,29.17854095,28.04287781,28.99922562,16841800,0,30.36301537,0
29.29808234,29.38774,28.52104989,28.88964272,13685100,0,30.11695519,0
28.88964304,29.35785381,28.61070787,28.65055656,11869100,1,29.82108536,0
28.01299273,28.88964313,27.90341071,28.64059448,12390700,0,29.48038712,0
28.71032869,29.33793237,27.99306925,28.34173775,11539800,1,29.17953644,0
28.28196221,29.37777658,27.97314244,29.22834778,17230200,1,29.0171566,0
27.64440039,28.12257335,26.62828143,26.74782562,64597400,1,28.6226635,0
23.1017541,24.44661724,22.19521713,23.61977386,123102300,0,27.92433109,0
23.90867071,23.9485194,22.94236262,23.06190491,29285900,1,27.41627178,0
23.281069,23.281069,21.52776624,21.62738419,56179400,0,26.78069935,0
21.41818237,21.49787785,20.76069413,20.80054092,44604400,1,25.96083088,0
20.69096293,20.76069625,19.74457727,19.9637413,56374500,1,25.06824074,0
20.28252303,22.07567258,19.82427252,21.00974464,80647000,0,24.30415955,0
21.30860031,22.06570838,21.21894265,21.83658409,27778900,1,23.62375851,0
22.11551884,22.36456746,20.42198741,20.64114952,36782900,0,22.85369968,0
20.63118735,21.06951346,20.14305227,20.64114952,29537400,0,21.99497986,0
20.67103906,21.08944089,20.53157241,20.9300499,15610700,1,21.41320229,0
21.32852565,21.73696527,21.04959048,21.7270031,25794700,0,21.22392521,0
22.06570945,22.36456896,21.31856352,21.51780319,24973100,1,21.06951504,0
21.32852555,21.51780305,20.17294,20.30244446,39308800,1,20.93702106,0
20.56145531,21.32852559,20.32236884,21.11932564,47861100,1,20.96889954,0
20.36221844,20.40206524,19.61507248,19.79438782,157565300,0,20.95196419,0
19.93385446,20.00358777,18.92769767,18.97750664,129293400,0,20.74874039,0
18.97750721,20.05339735,18.67864958,19.93385506,101186600,0,20.55846749,0
19.50548942,19.90396687,19.01735432,19.08708763,70640600,0,20.4030613,0
19.28632662,19.45567977,18.88784729,19.36602211,49892200,0,20.27554856,0
19.42579325,19.65491753,19.28632662,19.36602211,32813700,0,20.11914578,0
19.44571979,19.60511078,19.17674678,19.33613777,29622200,0,19.88005924,0
19.41583379,19.45568249,19.02731848,19.07712746,20704000,1,19.63599167,0
19.02731673,19.30624999,18.87788792,19.2664032,25417000,0,19.53238754,0
19.24647917,19.30625032,18.99743053,19.02731705,16124700,1,19.32318669,0
19.1966703,19.37598563,18.98746844,19.01735497,30647500,1,19.2454834,0
18.60891339,18.62883774,17.96138735,17.99127197,58764200,0,19.14685993,0
