Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-05-30,0.6599627999886328,0.6637284211904598,0.6157145637156944,0.6594921350479126,713059200
2000-05-31,0.6543139918397287,0.6872646391119019,0.6312480560678182,0.6326601505279541,433507200
2000-06-01,0.6157140790464543,0.6745547927793846,0.6053578495636681,0.6712599396705627,903840000
2000-06-02,0.7060947903818073,0.751284459558285,0.6703190741643886,0.6971506476402283,792848000
2000-06-05,0.7027989141115145,0.7173914362891277,0.6754966801507873,0.6877356767654419,323668800
2000-06-06,0.6926788991928058,0.7286890625747643,0.6802044945480399,0.699504017829895,525481600
2000-06-07,0.7051530933187555,0.73057170697878,0.6900890547253105,0.7272768020629883,337019200
2000-06-08,0.7352796734276981,0.7418694339824761,0.7013867755702449,0.7140964865684509,238526400
2000-06-09,0.728688928969375,0.7376330687223294,0.7108015544914082,0.7211577892303467,252358400
2000-06-12,0.7258645308215992,0.7263352457750376,0.6844405087740748,0.6867939829826355,290337600
2000-06-13,0.6867942405330167,0.713155092280035,0.6641990092669958,0.7117429971694946,351456000
2000-06-14,0.713155078410374,0.7249234089444686,0.6787923215190346,0.6811458468437195,277446400
2000-06-15,0.6872648909679832,0.7032695055559948,0.6703188462086754,0.6957383155822754,248572800
2000-06-16,0.7042106876564347,0.7060943519392393,0.6707893728898358,0.6867939829826355,303564800
2000-06-19,0.68208718972507,0.7371624145243393,0.6764379549512037,0.7277475595474243,394004800
2000-06-20,0.7418693557214819,0.7828227752321962,0.7409279758213458,0.7625818252563477,501390400
2000-06-21,0.7606989454068447,0.8576689033931333,0.7578747055934814,0.8378986716270447,490000000
2000-06-22,0.8397815582439312,0.8680252159447285,0.8068300460474082,0.8096542358398438,467712000
2000-06-23,0.8101249501571703,0.8228346589600596,0.7654059637733038,0.7785863876342773,204965600
2000-06-26,0.7908254656460699,0.8247183591059171,0.7851770858236136,0.8153035044670105,185354400
2000-06-27,0.8101250383404149,0.8360151738224552,0.7776450924451928,0.7795279026031494,203470400
2000-06-28,0.8030647813503814,0.8341325903610987,0.775762493120288,0.820010781288147,286428800
2000-06-29,0.7992989062030897,0.8124793308955964,0.7691716322052083,0.7719966769218445,203660800
2000-06-30,0.7955325650717805,0.8275426525005288,0.7785865184574029,0.7889427542686462,323097600
2000-07-03,0.7851772752532832,0.8181278917574817,0.7851772752532832,0.8030647039413452,70828800
2000-07-05,0.8021230291424294,0.8313080660566472,0.7644645682835983,0.7776449918746948,265216000
2000-07-06,0.7908255337710675,0.7974161487871598,0.7475186869696043,0.7804692983627319,309545600
2000-07-07,0.7922378281001486,0.8256600177666569,0.7851773509381138,0.820010781288147,263603200
2000-07-10,0.8148329291480553,0.8774401531708323,0.8096543588073116,0.8604933023452759,397796000
2000-07-11,0.8586107431214174,0.8925036521965807,0.8350741236131927,0.8576694130897522,357896000
2000-07-12,0.87555632907849,0.8877953224692822,0.8491954821190304,0.8868539929389954,225433600
2000-07-13,0.8812056950851611,0.9132149244236496,0.8247183761407985,0.8510792255401611,445659200
2000-07-14,0.8604932052598236,0.8887368137842396,0.8567275852033064,0.8689665794372559,190276800
2000-07-17,0.8774402987098128,0.8859128707792296,0.860493445073321,0.8783817291259766,260002400
2000-07-18,0.8812056231807937,0.8868540026590246,0.8567275355722755,0.8623759150505066,318404800
2000-07-19,0.8313079502612508,0.8557859841193661,0.7795276932063854,0.7936494946479797,457872800
2000-07-20,0.8284839801442486,0.8595518308661234,0.8153035549014764,0.8303667902946472,465572800
2000-07-21,0.8188339165788205,0.8378989365992255,0.7974162257649844,0.8068302273750305,196235200
2000-07-24,0.7917668461482043,0.7964738460970755,0.7155084894346451,0.7333967685699463,412171200
2000-07-25,0.7578748537253449,0.7625818539618697,0.7390451935612855,0.7541084289550781,211607200
2000-07-26,0.7508135237615776,0.7719967091835654,0.7418693836473339,0.7541084289550781,210470400
2000-07-27,0.7531671218256507,0.8021232072303842,0.7512843114931693,0.7832935452461243,294985600
2000-07-28,0.7875305889301323,0.7908254940379672,0.7060945646089283,0.7277475595474243,237893600
2000-07-31,0.7404572581186615,0.7776450573389411,0.7343382133703742,0.7654060125350952,155299200
2000-08-01,0.7578746426235855,0.7705835447501417,0.7418691770038077,0.7428106069564819,137284000
2000-08-02,0.7381038489165129,0.7522256547706042,0.7108016171889125,0.7117429971694946,162355200
2000-08-03,0.6863233818221013,0.7239818916031888,0.6665531996618311,0.7230404615402222,339897600
2000-08-04,0.7451651596691613,0.7719967258422358,0.6976211730139364,0.7136257886886597,263121600
2000-08-07,0.7211578050717043,0.7390451799425952,0.710801570105275,0.7220991849899292,187348000
2000-08-08,0.7220989732582915,0.7230403529004881,0.6976209405505756,0.7042106986045837,176674400
2000-08-09,0.7249233756596405,0.729630375813555,0.711742950647647,0.7155085206031799,379640800
2000-08-10,0.723040530786607,0.7296303407411903,0.7136257264620349,0.7164499163627625,251714400
2000-08-11,0.7056237742917892,0.7230404823546726,0.6863234015795626,0.7183334827423096,238056000
2000-08-14,0.7169206554591464,0.7183335549261095,0.6976211355560853,0.7089187502861023,156660000
2000-08-15,0.7117429663080996,0.7220992015114784,0.7004453511649572,0.7032695412635803,114200800
2000-08-16,0.7060946195742926,0.7381038518925332,0.7051531893105802,0.7305718064308167,143673600
2000-08-17,0.728689037534671,0.789884220439439,0.7277476574968714,0.7748209834098816,270900000
2000-08-18,0.7738795643186654,0.7804693248093887,0.7512842825402187,0.7531670928001404,190176000
2000-08-21,0.7569324996768919,0.7767035869380602,0.7475185509677043,0.7606989741325378,134467200
2000-08-22,0.7625817739834522,0.795532431401271,0.7588162043567589,0.7785863876342773,276802400
2000-08-23,0.7752916203748956,0.824718416537037,0.7691716702993551,0.8181277513504028,236863200
2000-08-24,0.8235409044591481,0.8529621101465419,0.8040060243297702,0.8451947569847107,310766400
2000-08-25,0.8510794322457577,0.8661426203973938,0.8491957669668335,0.8557863831520081,334460000
2000-08-28,0.8623758422931143,0.8887366873174659,0.8595516527922715,0.8746148347854614,359004800
2000-08-29,0.8717909605146494,0.8953276245487575,0.8689667699926105,0.8915621042251587,267030400
2000-08-30,0.8887368592415896,0.9038009491766843,0.8842652166203393,0.896268904209137,285392800
2000-08-31,0.8882661348298257,0.9263953648715965,0.8877954197337866,0.9179227948188782,419596800
2000-09-01,0.9235710393375529,0.9584052585957914,0.9207468497343763,0.9555810689926147,256872000
2000-09-05,0.9438131171243298,0.9659368315932413,0.9376931157490256,0.9405173063278198,298642400
2000-09-06,0.9245125069591552,0.9395757923073259,0.8699080472927054,0.8802642822265625,355404000
2000-09-07,0.890620635175535,0.9424009116782063,0.8774402084700315,0.9339275360107422,217464800
2000-09-08,0.9282780229974091,0.9282780229974091,0.8812056135226713,0.8868539929389954,195518400
2000-09-11,0.884029902446281,0.9094493221696467,0.8755564273429521,0.8802642822265625,187381600
2000-09-12,0.8637889397418046,0.9047423593225783,0.858610369835257,0.8699080348014832,187997600
2000-09-13,0.8548448139010956,0.8962688462534064,0.8548448139010956,0.8736736178398132,305984000
2000-09-14,0.8821469455412335,0.8981515587742697,0.8557860985074178,0.8564922213554382,426552000
2000-09-15,0.86990814902829,0.8764987645131997,0.8171864430265755,0.8320143222808838,394514400
2000-09-18,0.8322494939341274,0.9150976048093613,0.8294253042096341,0.9136855602264404,424536000
2000-09-19,0.9000343956697096,0.9113319587111149,0.8821469227163129,0.9028593897819519,271510400
2000-09-20,0.894856652812804,0.9254538346591226,0.8821469443587299,0.9195701479911804,227388000
2000-09-21,0.8812056923083109,0.8981516365415695,0.832249563530163,0.8539034128189087,510490400
2000-09-22,0.7578747895356522,0.7898840677626252,0.7531669852285501,0.7861184477806091,726700800
2000-09-25,0.7945911650990166,0.8360152551749896,0.784235783641573,0.805888831615448,435551200
2000-09-26,0.8030646471140596,0.8247184997156279,0.7738796033720821,0.7748209834098816,290936800
2000-09-27,0.7795278127069465,0.7945909961441453,0.7268061176041588,0.7371623516082764,402259200
2000-09-28,0.7428108890962043,0.8105966367981067,0.7249234618046745,0.805888831615448,979585600
2000-09-29,0.42459770057033286,0.43683674307334847,0.38223224446290605,0.3878806233406067,7421640800
2000-10-02,0.4020033741780656,0.4029447791991678,0.35398867620243435,0.36528629064559937,2424788800
2000-10-03,0.375642571939077,0.3765839770772946,0.334217653678372,0.3361012935638428,2038120000
2000-10-04,0.3370426922690765,0.35775428368557877,0.329510646837729,0.3558714985847473,1466024000
2000-10-05,0.35398872328267,0.36905193467397507,0.3313934411118551,0.33233484625816345,873006400
2000-10-06,0.3417496883283745,0.34551528389820113,0.31633024015915234,0.3342176675796509,612656800
2000-10-09,0.3408082625627438,0.34457383248765666,0.31821298267802584,0.32762783765792847,597564800
2000-10-10,0.32574501740473166,0.33798403687708595,0.308798143214823,0.31444740295410156,691101600
2000-10-11,0.3031497743412374,0.31633019931259554,0.2880865643979174,0.2956177294254303,1198422400
2000-10-12,0.30597403372390575,0.3135060803469959,0.29373501103415167,0.3012670576572418,1191064000
2000-10-13,0.3050325886351426,0.3332762514044718,0.301267018329245,0.33233484625816345,1247752800
2000-10-16,0.33610127492783465,0.3502231054081087,0.32197858969890447,0.3238622546195984,820176000
2000-10-17,0.3266864506692064,0.3304520459419826,0.29656000412932043,0.3031497895717621,601720000
2000-10-18,0.2927935541078726,0.3172716203084277,0.2824373186439832,0.3031497895717621,834265600
2000-10-19,0.28855716091933714,0.29844267756418663,0.27584743002154527,0.28526225686073303,1506724800
2000-10-20,0.2871451820755068,0.30691539372344556,0.28526237181481656,0.29373496770858765,791263200
2000-10-23,0.3052679200302368,0.30974041741581554,0.29279354243635947,0.30691537261009216,551292000
2000-10-24,0.31162314589697254,0.3144473605815757,0.2833795158109276,0.2843209207057953,804451200
2000-10-25,0.2871452845592529,0.2890280703522523,0.2777304505659014,0.27867183089256287,663969600
2000-10-26,0.2833796878335776,0.2843210932999155,0.2636086143805366,0.27867183089256287,721851200
2000-10-27,0.2843210531256221,0.2890280295128676,0.26925695885346007,0.279613196849823,744503200
2000-10-30,0.2880866196626123,0.3003256419260125,0.28243735863504893,0.2909108102321625,639189600
2000-10-31,0.29750146855446835,0.3050326354620748,0.28996942175834806,0.29467642307281494,885880800
2000-11-01,0.29279352036799605,0.31444739390361526,0.29279352036799605,0.3087981343269348,575366400
2000-11-02,0.3182130121386413,0.33798407870061015,0.31727163214009146,0.3361012935638428,590693600
2000-11-03,0.34645664371359425,0.34645664371359425,0.3304520287433467,0.3351590037345886,515821600
2000-11-06,0.3379841632992027,0.3408083794207663,0.31444752057239694,0.32292094826698303,393478400
2000-11-07,0.3238622779463492,0.3285692534361392,0.3135060419245582,0.321037232875824,301963200
2000-11-08,0.32197860549942164,0.3229208653803363,0.2984427984229806,0.30220839381217957,422088800
2000-11-09,0.2993841264180555,0.3087980998956831,0.28714510866262793,0.30409112572669983,476834400
2000-11-10,0.2916168405745774,0.29938421892883854,0.28714519739151,0.28714519739151,422251200
2000-11-13,0.28243725842890016,0.3012669402756722,0.2749060946286443,0.29185208678245544,431816000
2000-11-14,0.3003256350975774,0.3087982066135891,0.29467639933812984,0.3050326108932495,409001600
2000-11-15,0.3017375566345395,0.3040910557472589,0.28996923146231657,0.29938405752182007,282357600
2000-11-16,0.29373487069879006,0.29844269926505473,0.2843208979234295,0.28620368242263794,239372000
2000-11-17,0.2890280703522523,0.2899694758185903,0.27490625930656404,0.27867183089256287,446180000
2000-11-20,0.2800837388311302,0.2937348493402455,0.2749060504102218,0.28526225686073303,408066400
2000-11-21,0.2890279042181829,0.29373490370459937,0.28243726527248697,0.28337952494621277,301952000
2000-11-22,0.2833796878335776,0.2880866900255909,0.2767890450995635,0.27867183089256287,280532000
2000-11-24,0.2840856662626359,0.29373500080171266,0.2833796186202484,0.2909108102321625,160932800
2000-11-27,0.2993841520564701,0.3003255570267505,0.2786716840511798,0.2814958989620209,258792800
2000-11-28,0.28149590317065315,0.286203732561666,0.27019911877738095,0.27161121368408203,269124800
2000-11-29,0.27255261539002706,0.2758474950861424,0.25984288149436957,0.2645498812198639,492150400
2000-11-30,0.25136940370993316,0.2560763772902594,0.2428959562935223,0.24854521453380585,809597600
2000-12-01,0.25607645533572804,0.2636085002757826,0.25325226529886075,0.25701871514320374,385705600
2000-12-04,0.2589014959988183,0.2589014959988183,0.24760388128260621,0.2513694763183594,371520800
2000-12-05,0.2551351345834282,0.26266715613052366,0.24666253736833085,0.25607651472091675,613978400
2000-12-06,0.22030159924979795,0.2259499785315625,0.2108867706517914,0.21559377014636993,1374464000
2000-12-07,0.21747740960891568,0.22406719381752838,0.2108867706517914,0.21559377014636993,408917600
2000-12-08,0.22312586222908534,0.2306579085887379,0.21747748109077553,0.22689145803451538,435624000
2000-12-11,0.22877421975135803,0.23159926446724002,0.2240672197127953,0.22877421975135803,332511200
2000-12-12,0.22971565076189826,0.2410132930331246,0.22595005492108966,0.23159931600093842,386260000
2000-12-13,0.2344234214663932,0.2344234214663932,0.22406718820112487,0.2259499728679657,344887200
2000-12-14,0.22642072607401273,0.22971560608156263,0.21747744083404544,0.2174774408340454,263317600
2000-12-15,0.21936023712431327,0.22124304734538167,0.21088681179982804,0.21182821691036224,513945600
2000-12-18,0.21936021891925359,0.22030162395165906,0.20994540183541857,0.2146523892879486,325808000
2000-12-19,0.21653521708537937,0.22971564433862568,0.21088683605194092,0.21088683605194092,374007200
2000-12-20,0.20759190814591208,0.22030163066037556,0.2052384080630611,0.21653518080711365,565331200
2000-12-21,0.21465240710229788,0.22595002261871872,0.20900401414859313,0.21182821691036224,366844800
2000-12-22,0.2127695500326054,0.2259499728679657,0.2127695500326054,0.2259499728679657,318052000
2000-12-26,0.22406721376467578,0.2259499986463212,0.21465238432853237,0.2212430238723755,216815200
2000-12-27,0.21606445684298323,0.22312578558921814,0.2137109571305173,0.22312578558921814,325466400
2000-12-28,0.2165351467296117,0.22500859541505555,0.21559376695635474,0.22312578558921814,305177600
2000-12-29,0.2212430360051084,0.2259500110371796,0.2184188459579325,0.22406722605228424,630336000
2001-01-02,0.22406722605228424,0.229715606146636,0.21936022588054732,0.22406722605228424,452312000
2001-01-03,0.2184188869176008,0.25136952837720083,0.2174774816787804,0.24666252732276917,817073600
2001-01-04,0.27325868774348766,0.2786717102675947,0.25325226529886075,0.25701871514320374,739396000
2001-01-05,0.2551351241928121,0.261725765334009,0.2419546966592131,0.24666252732276917,412356000
2001-01-08,0.255135151297151,0.25584119901635577,0.24007191168566458,0.2494867444038391,373699200
2001-01-09,0.253252271697275,0.26572664951701225,0.24948667650642573,0.2589015066623688,588929600
2001-01-10,0.2513695550815008,0.25607653149630866,0.2419547223633262,0.2494867444038391,580781600
2001-01-11,0.24477972244592122,0.2786717412993327,0.24477972244592122,0.27114057540893555,803734400
2001-01-12,0.26925688715228774,0.2711405520661985,0.2570187216367773,0.2589015066623688,423376800
2001-01-16,0.2626671160941164,0.27490616216150465,0.2560764756890721,0.25796014070510864,306118400
2001-01-17,0.2645497211956771,0.2645497211956771,0.24854511728497178,0.2532520890235901,840873600
2001-01-18,0.2683154751881979,0.28243727879263797,0.26549126027735687,0.2814958989620209,1227010400
2001-01-19,0.2927935625782425,0.2946763728389328,0.2814959468240748,0.29373496770858765,776664000
2001-01-22,0.28714516478661073,0.29561773503058414,0.27773033472032893,0.2899693548679352,519327200
2001-01-23,0.2909107355184029,0.3153887737585799,0.28714514067955266,0.3087981343269348,879530400
2001-01-24,0.310681799064765,0.3116231789197296,0.29467633035725316,0.3087981343269348,717091200
2001-01-25,0.3097404020078321,0.3097404020078321,0.2975013825740951,0.30032557249069214,489708800
2001-01-26,0.2937350177819872,0.29844284870562426,0.2871452310255367,0.29467642307281494,482820800
2001-01-29,0.2946763832848067,0.327627876864385,0.2946763832848067,0.32668647170066833,855528800
2001-01-30,0.3248036225047457,0.33139340758284125,0.31444741275311305,0.32762783765792847,692423200
2001-01-31,0.3238623203290326,0.33892553381188145,0.32292091505200904,0.3257451057434082,730704800
2001-02-01,0.311623200845699,0.32386224596659696,0.3087981560541326,0.31821298599243164,369695200
2001-02-02,0.3182130460087594,0.3304520934379935,0.3087982142947832,0.31068187952041626,427341600
2001-02-05,0.3087980998956831,0.30974035953382195,0.29750134177839443,0.30409112572669983,286115200
2001-02-06,0.30362046592886655,0.3222139386463641,0.30126699098619936,0.31821298599243164,462711200
2001-02-07,0.31115239771776465,0.31444730166259444,0.29844266725884466,0.312564492225647,393887200
2001-02-08,0.3097403032098823,0.31727149067835914,0.30409107043003053,0.312564492225647,604128000
2001-02-09,0.3087981852171338,0.31350604057504416,0.2814959526333044,0.28808659315109253,590083200
2001-02-12,0.28714504413275344,0.30126686849391693,0.28337945056000896,0.2965598702430725,274120000
2001-02-13,0.3003256142881819,0.30785680520702896,0.28620378285154674,0.28808659315109253,237070400
2001-02-14,0.28902796719652957,0.29561775282961034,0.27867173143303947,0.29373496770858765,309120000
2001-02-15,0.2965600132982149,0.3097404393392756,0.2965600132982149,0.30220839381217957,311416000
2001-02-16,0.28620368242263794,0.29373487069879006,0.28243723353614786,0.28620368242263794,263911200
2001-02-20,0.2890278559387739,0.2927934498709673,0.2739646506012908,0.2758474349975586,314893600
2001-02-21,0.27490609242761943,0.30032553296872255,0.27490609242761943,0.2843209207057953,390258400
2001-02-22,0.28714511950741356,0.291852093854168,0.2711405067285467,0.28337952494621277,431961600
2001-02-23,0.2805544805617176,0.2843209298714285,0.2749061012897475,0.28337952494621277,293865600
2001-02-26,0.2871451820755068,0.2965600127086518,0.2796131365633846,0.29373496770858765,206438400
2001-02-27,0.2904399919986786,0.29279349168486046,0.28149587866615655,0.29185208678245544,348516000
2001-02-28,0.29185212289561563,0.2927935279145081,0.2730233186071583,0.27490612864494324,508233600
2001-03-01,0.2683155186329311,0.2824373245239258,0.2589015176851711,0.2824373245239258,330461600
2001-03-02,0.2758475245730019,0.30785678031785646,0.2749061446390044,0.2899693548679352,406201600
2001-03-05,0.2918521373707756,0.3087981576015941,0.28996935237927357,0.30691537261009216,324172800
2001-03-06,0.31209392428453836,0.33233482497476935,0.3116232091716957,0.3238622546195984,731802400
2001-03-07,0.32103718251775265,0.3257450120177875,0.3125645877416776,0.3200957775115967,419540800
