Open,High,Low,Close,Volume,TEN,HUNDREAD
26.74713848,26.90850884,25.69823108,25.94028664,2638200,0,0
25.9402869,26.54542578,25.65788875,25.89994431,3592100,0,0
26.70679526,27.95741558,26.70679526,27.51364708,7631700,0,0
27.51363773,28.03809123,26.54541587,27.79603577,4922200,0,0
28.19946796,28.96597711,28.19946796,28.60289383,6008300,0,0
28.60289836,28.72392613,28.07844465,28.19947243,2403500,0,0
28.19947201,28.36084238,27.59433313,27.67501831,2450000,0,0
27.67500803,28.52220216,27.43295257,27.79603577,2327800,0,0
27.79604627,27.99775924,27.1102222,27.35227776,3035100,0,0
27.71535259,28.56254677,27.71535259,28.40117645,3834900,27.51767883,0
28.40118374,29.04666519,27.83638748,29.04666519,5859800,27.82831669,0
29.20802882,31.06378756,29.20802882,30.74104691,11463600,28.31242695,0
30.74106324,30.90243365,29.53078516,30.01489639,8941100,28.56255188,0
30.0148864,30.29728452,29.04666426,29.49043274,4392500,28.73199158,0
29.49043073,29.81317142,28.15912538,28.60289383,3306200,28.73199158,0
28.8852939,29.69214569,28.8852939,29.49043274,5057200,28.86108761,0
29.49042126,30.01487472,29.04665295,29.81316185,3090100,29.07490196,0
29.81318392,30.25695256,28.96598925,29.08701706,3339100,29.20400009,0
29.08699395,29.45007709,28.7239108,28.80459595,2288100,29.34923191,0
28.76427105,28.76427105,28.36084509,28.72392845,2411800,29.38150711,0
28.52220135,28.52220135,27.95740528,28.23980331,2675800,29.30082092,0
28.23979995,29.16767909,27.99774452,28.80459595,3295500,29.10717583,0
28.80461632,29.08701452,27.83639392,28.03810692,2889100,28.90949688,0
28.03809323,28.52220419,27.47329711,28.40117645,2927200,28.80057125,0
28.32049644,28.32049644,26.90850588,26.98919106,3029400,28.63920097,0
26.98918473,27.15055504,25.81924997,26.46473122,5102700,28.33663082,0
26.06964712,26.06964712,24.85522256,25.26003075,5525000,27.88131771,0
25.26002646,26.02916189,25.09810322,25.7457962,4060600,27.54719563,0
25.74580151,26.15060971,25.34099331,25.82676315,3132800,27.24941235,0
25.70530845,25.70530845,24.65280763,24.77425003,2606300,26.8544445,0
