Open,High,Low,Close,Volume,Label,TEN,HUNDREAD
27.89994184,27.9322896,27.35002994,27.73820305,4275000,0,0,0
27.52794346,28.04550762,26.84864051,27.20446587,4270800,1,0,0
27.1397542,27.26914516,26.52514713,26.68688583,5098400,1,0,0
27.20445485,28.3204521,27.18828097,27.91610527,6524200,1,0,0
28.35279996,30.27749089,28.25575672,30.1480999,9832000,0,0,0
29.97019474,30.3583678,29.59819556,30.0025425,6862000,0,0,0
29.85696017,30.47156715,29.61435215,30.47156715,4421800,1,0,0
30.18044738,30.63331583,30.05105639,30.27749062,6231600,0,0,0
30.24514396,30.27749171,29.64671063,29.75992775,5285200,0,0,0
29.88931766,30.27749062,29.85696991,30.27749062,4904400,0,29.04827786,0
30.26131821,30.53627406,30.03488397,30.26131821,4456800,1,29.30058937,0
29.58210591,30.10109022,29.46857809,29.93890762,5553400,1,29.57403355,0
29.5821035,29.64697654,27.92784114,29.20908356,10231800,1,29.82625332,0
29.22529356,29.22529356,25.81946024,26.64659119,24378800,1,29.69930191,0
24.91123402,28.25219379,24.60308724,26.76011467,28554600,0,29.36050339,0
26.8898609,26.90607915,25.17072625,25.30047226,17097800,0,28.89029637,0
25.68972206,26.16005157,25.64106728,26.11139679,10243200,0,28.45427933,0
26.46819453,27.10070653,26.25735719,27.00339699,8989000,1,28.12686997,0
26.90608594,26.90608594,25.78702631,26.03030014,9583400,0,27.75390721,0
26.01408294,26.24113853,25.52753526,26.22492027,4518200,0,27.34865017,0
26.12761832,26.1762731,25.62485223,25.81947136,4044200,0,26.90446549,0
25.88434161,25.94921465,25.51132165,25.59241295,3920800,1,26.46981602,0
25.90056085,25.90056085,25.08964786,25.38157654,6259600,1,26.08706532,0
25.33291765,25.34913591,24.39225874,24.58687782,7647800,0,25.88109398,0
24.39225278,24.60309007,24.01923296,24.19763374,6464400,1,25.62484589,0
24.39225761,24.8788053,24.08411074,24.84636879,6787800,0,25.57943554,0
24.71662282,24.87880538,24.32738466,24.39225769,6255800,0,25.40752163,0
24.32738178,24.5706556,23.37050477,23.72730637,5267800,1,25.07991257,0
23.69487851,24.37604545,23.69487851,24.32739067,5335000,0,24.90962162,0
24.31116693,24.34360344,23.61378188,23.84083748,5252200,1,24.67121334,0
24.00301946,24.86258705,23.90570992,24.84636879,6864000,0,24.57390308,0
24.86258853,24.97611633,24.13276695,24.40442276,5314600,0,24.45510407,0
